date,pm25,no2,co,aqi
2024-01-01,42.74177110739368,40.78189941248189,0.7913184084483731,41.51863946192514
2024-01-02,39.82500266848526,36.08058289693692,0.6878966598578872,37.615642801902574
2024-01-03,44.01273769885227,41.61967918574265,0.7945835744383737,42.43810834953266
2024-01-04,48.64718568407493,33.16596863611449,0.735588682619766,41.62927025906947
2024-01-05,40.11870510744502,44.079604298648654,0.7677370946407617,40.96060478972473
2024-01-06,40.37584067696562,41.83709812876738,0.8897883496762915,41.63693327387594
2024-01-07,49.699184751027246,40.951606161832906,1.0030528639049465,47.16560286311296
2024-01-08,45.896355227463516,43.83608845710428,0.8806507846162775,44.90551199702581
2024-01-09,39.96726038028946,46.542124434487285,0.7267043399957659,41.21331092044857
2024-01-10,45.282197380651986,43.90968132763313,0.8958482100764574,44.77248518938051
2024-01-11,40.50631218358635,32.45775913335343,0.9761311616175383,39.75179544797459
2024-01-12,40.74791873017801,34.66909293272634,0.8005530595286475,38.78021784019339
2024-01-13,44.538634052892654,37.25137101178923,0.853174737233958,41.976475702322674
2024-01-14,34.01369026680026,39.81536471967284,0.8730706492747048,37.68216104204903
2024-01-15,35.20571026417764,41.73911421792927,0.7981161572266322,38.105750969733926
2024-01-16,41.26793471680672,36.720115521927625,0.9464154906446175,41.11415692142782
2024-01-17,39.263080891537015,40.321918941458705,0.8744499150034046,40.47261527824016
2024-01-18,46.1450550328207,36.50224402789068,0.9334296117875895,43.35749684265345
2024-01-19,40.27892454777941,37.023806318792964,0.8076316807274994,39.322920976802585
2024-01-20,38.00132498723524,33.786528787735584,0.857511039845893,37.71173152839723
2024-01-21,52.633385677253344,35.660746508687865,0.9783409724356887,46.79832651558992
2024-01-22,44.41698664092742,33.884675691566414,0.8736340476580252,41.110236504513885
2024-01-23,46.122592117093724,35.32290247649554,1.0883954069964226,44.54212087145975
2024-01-24,38.89857890702231,43.37321006910423,0.8804827782003317,41.26608025624574
2024-01-25,43.53599041655884,35.290580818067255,0.9476265533588837,41.83143498728843
2024-01-26,47.0462468368058,49.5445451006684,1.0230917609524384,48.6174045581278
2024-01-27,40.96847223899465,40.91245756871613,0.7926322292288202,40.68429568240037
2024-01-28,48.831744155271124,39.600050710120875,0.7629842000727777,43.925729291399605
2024-01-29,44.1778141521428,35.346169726284025,0.7910545205777271,40.60330319973387
2024-01-30,45.948164503433276,41.49713341110207,1.0743910753907113,46.167133028954375
2024-01-31,44.621531096634584,36.30705885393885,0.8974154685663868,42.177037890162815
2024-02-01,57.11262503302794,39.00881446959454,1.2128446107764903,52.387402965157236
2024-02-02,48.00259144938482,48.669753526623005,0.9049767915957512,47.65198969863682
2024-02-03,42.997975052734795,37.9513181194871,0.9841857242699896,42.726240204913424
2024-02-04,52.613250904882705,42.83632336271825,1.124221522144123,50.39973768269805
2024-02-05,42.6077858519519,35.327755234578625,1.1748493708520527,43.650713204870065
2024-02-06,49.96521827943523,37.899325656340366,1.184568363751869,48.19809047413841
2024-02-07,39.32880243232802,45.01891863206352,1.1033796840938521,44.20387364672158
2024-02-08,42.68977098212086,35.32193280561956,1.0890202771134065,42.83166810388036
2024-02-09,50.51579069269828,44.97136007697936,1.0498823851871717,49.24812722131467
2024-02-10,53.42177631550177,40.442050328429644,1.0724249759271582,49.56775301555136
2024-02-11,50.781360679584026,35.24839690846862,0.9433718138398302,45.3989175507309
2024-02-12,49.53841287055298,39.91289449625315,0.920513197307653,45.94820675722897
2024-02-13,48.800273030408555,41.15629304619257,1.0057783844260049,46.8048082733221
2024-02-14,43.09926495393757,39.63397370929839,0.9928190358630012,43.368014948388314
2024-02-15,47.07562829225308,30.744375862129743,0.9681741817518049,42.442868722283514
2024-02-16,48.55146671963975,33.99318517913024,1.0867319562344453,45.3410084759034
2024-02-17,56.316866475554356,35.78607334826087,1.1161556277462468,50.055811519717906
2024-02-18,52.922672763290635,36.350820263242674,1.0329323149381513,47.695905609999635
2024-02-19,42.55938635036477,39.001678348989834,1.175244750649095,44.73264418637029
2024-02-20,53.161642250233044,37.09829822424829,0.9166555366518309,46.87686595890932
2024-02-21,49.77902636398005,30.91272829501206,1.014722809393261,44.31055976442625
2024-02-22,48.479574849821866,37.63965541671109,0.9656014649667527,45.187698699591785
2024-02-23,55.078797766824486,38.42415212519445,0.8537546647450971,47.60419116842155
2024-02-24,57.32808349759017,38.08214352800784,1.0351936491179383,50.440621298376826
2024-02-25,56.9785488951172,40.025545829136355,1.0342682151523959,50.83962034782347
2024-02-26,48.271471779373925,38.89586298476606,1.2006961622339554,47.81145640745633
2024-02-27,51.063214205261104,37.252998523473565,1.1152666901458212,47.86017356113083
2024-02-28,54.40357352993073,34.99011424058913,0.9525264450253379,47.224085487395485
2024-02-29,57.75918500974884,28.479870387220274,1.2430384441161597,49.853938062202104
2024-03-01,50.61597413171751,36.69360576560215,1.1823402759714146,48.13947155525355
2024-03-02,52.21008069384456,35.65582816626463,1.1209772818901345,48.011561615703016
2024-03-03,47.729337779120314,35.75990752036152,1.0425718430980258,45.018359576648876
2024-03-04,47.39868707648988,29.41372773604181,0.9716504802655167,42.23996666171265
2024-03-05,57.55709215675464,30.04228615792759,1.0326685832885676,48.11791775864127
2024-03-06,60.38640733489366,38.42362012129251,1.1809790058112093,53.53007976194667
2024-03-07,53.351869214878334,33.89603666817335,1.262697027049061,49.47171587838178
2024-03-08,58.83223380520964,36.62230728479838,1.2306157391422095,52.70896647946643
2024-03-09,55.721305378926125,33.85047065242653,1.0293775628951316,48.30956951414234
2024-03-10,50.781959659318254,33.696006946314235,0.9681894253179766,45.18167616673317
2024-03-11,55.904818896670506,37.168842915582545,1.0960454420736891,50.06351674374691
2024-03-12,61.87412864373699,31.189241934250305,0.9068349796718577,49.36218669886216
2024-03-13,54.086717548877544,33.47465305151341,1.1176337263070244,48.26209195296304
2024-03-14,62.16674067794862,31.076902201513313,1.0721101893477047,51.127542892905346
2024-03-15,41.31822123763579,31.022984821245423,1.041735284974866,40.38335891494018
2024-03-16,58.59561158669894,31.358429476823442,0.9302516745697769,48.00785138209427
2024-03-17,54.98619416896346,33.31703230749421,1.1423791872124238,48.91199864885423
2024-03-18,53.11647007525697,30.34616236842897,1.0389600525855351,46.05168427401252
2024-03-19,55.12652900526237,37.11617096192457,0.9763628188806682,48.461743980015235
2024-03-20,44.78175248106968,28.346086610830284,0.807165719753318,38.96635942131711
2024-03-21,53.66874781209382,31.007828327568845,1.0925906545205641,47.06262894952321
2024-03-22,56.59580449346853,29.826669617934648,1.2734299923851704,49.980203055966356
2024-03-23,62.23845765001788,37.20331448958537,1.263105669980993,54.91127987169448
2024-03-24,52.291982049900746,32.03101174491419,1.0519570371667526,46.274864920092156
2024-03-25,50.87080058894334,35.20119162451617,1.0380441660320077,46.3761994421466
2024-03-26,52.429999724285004,24.96027460816252,1.1456531244516561,45.15961348910782
2024-03-27,59.536885185132704,31.79915236245781,0.9993589480136176,49.30177778143987
2024-03-28,56.62028686563189,34.11769308349978,1.129709816328616,49.84254952115204
2024-03-29,52.33994914976006,30.716358766023443,1.1763830312103742,47.1487125167908
2024-03-30,57.56286469526514,34.47708247462363,1.2226238729823982,51.35079581984364
2024-03-31,55.48524884278305,27.973881582560956,1.089981814272862,47.03460703888843
2024-04-01,59.84197483248552,35.508286799992234,1.0796076225787248,51.369549682027674
2024-04-02,51.482928740923604,38.89438944600792,1.0120656255305511,47.53043745956969
2024-04-03,53.34488500078666,28.075431875017046,1.016975879271524,45.26483085561369
2024-04-04,53.0082166473201,27.57290541990375,1.076727259069465,45.543252540325824
2024-04-05,47.63230878565196,34.99677395516658,1.135734221207869,45.672528791454646
2024-04-06,56.40718105183334,35.33008719559413,1.1898900559535344,50.70151724413025
2024-04-07,56.204129099910666,26.74921389543192,1.0176591597121898,46.30342031570681
2024-04-08,54.89227824311413,26.989105666274614,1.2466030760939886,48.00890158237934
2024-04-09,53.657228186609366,27.372307581111446,1.0694909169654454,45.735215537292575
2024-04-10,47.71236853920538,22.9516817008417,1.0936477155543056,41.678165935398255
2024-04-11,52.640671665872944,24.485408697486406,1.0201567976792123,43.86752641897452
2024-04-12,52.98063279204851,23.974531381685377,0.8514600814663528,42.197276625193396
2024-04-13,50.62877191337743,24.751577435618167,1.1812077048258156,44.551936235632326
2024-04-14,53.77534439110587,27.516346554748775,1.165319848697962,46.795774648957185
2024-04-15,56.53932102943365,28.42495829129789,1.062248579195398,47.419633794060175
2024-04-16,63.882987734514884,33.52385891963456,1.095740236291732,52.95605390606513
2024-04-17,55.253656318968645,23.162991964234802,1.139209266866599,45.96781841742075
2024-04-18,55.592966903070504,30.92909151754966,0.9298497133004794,46.373708039804946
2024-04-19,53.85319412135174,25.972131737206904,1.031603206269022,45.03426864452816
2024-04-20,44.547561074361106,26.4674573722084,1.1622548109793092,41.83656585863616
2024-04-21,53.92065081718539,29.202803416154133,0.9556354615717045,45.277521049155986
2024-04-22,54.262010015274825,21.851886678778115,1.1085729725280569,44.77230073655142
2024-04-23,66.18057139532283,27.712746782069615,0.9416290361955877,50.82040009423818
2024-04-24,52.8019495669853,26.690380690026664,1.1219180860611708,45.62726985111236
2024-04-25,55.166806163081304,27.837018978203552,1.0696172407985165,46.63068118298688
2024-04-26,53.37677818634405,26.867755196506437,0.9094935591068544,43.8436512431925
